candidate,state,standardized_office_18,standardized_status_18,redistricting_role,amount_18_in_state,amount_18_out_of_state,amount_18_unknown,amount_18_total,pct_18_in_state,pct_18_out_of_state,pct_18_unknown,standardized_office_14,standardized_status_14,amount_14_in_state,amount_14_out_of_state,amount_14_unknown,amount_14_total,pct_14_in_state,pct_14_out_of_state,pct_14_unknown,standardized_office_10,standardized_status,amount_10_in_state,amount_10_out_of_state,amount_10_unknown,amount_10_total,pct_10_in_state,pct_10_out_of_state,pct_10_unknown
"ALLEN, JAMES R (JIM)",WY,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,N,$750,"$1,150",$0,"$1,900",39%,61%,0%,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$1,350",$600,$0,"$1,950",69%,31%,0%,,,,,,,,,
"ALLEN, JONATHAN KYLE",NM,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,Y,$100,"$1,500",$0,"$1,600",6%,94%,0%,,,,,,,,,,,,,,,,,,
"ALLEN, KATHIE",UT,STATE HOUSE/ASSEMBLY/SENATE,DID NOT ADVANCE,Y,"$3,798",$0,$0,"$3,798",100%,0%,0%,,,,,,,,,,,,,,,,,,
"ALLEN, MARK",OK,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,Y,"$68,229","$9,250","$6,403","$83,882",81%,11%,8%,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$65,201","$3,750",$0,"$68,951",95%,5%,0%,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$67,836","$15,060",$0,"$82,896",82%,18%,0%
"ALLEN, MARTHA W",VT,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,N,"$1,220",$400,"$1,065","$2,685",45%,15%,40%,,,,,,,,,,,,,,,,,,
"ALLEN, MERRITT H",NM,STATE HOUSE/ASSEMBLY/SENATE,DID NOT ADVANCE,Y,"$23,092","$9,091",$0,"$32,183",72%,28%,0%,,,,,,,,,,,,,,,,,,
"ALLEN, RHONDA TALTON",NC,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,N,"$19,344",$411,$0,"$19,755",98%,2%,0%,,,,,,,,,,,,,,,,,,
"ALLEN, SCOTT E",WI,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,Y,"$15,997",$550,"$1,200","$17,747",90%,3%,7%,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$30,230",$160,$0,"$30,390",99%,1%,0%,,,,,,,,,
"ALLEN, SHAWN",GA,STATE HOUSE/ASSEMBLY/SENATE,DID NOT ADVANCE,N,"$8,042",$300,$0,"$8,342",96%,4%,0%,,,,,,,,,,,,,,,,,,
"ALLEN, TRAVIS",CA,GOVERNOR/LIEUTENANT GOVERNOR,DID NOT ADVANCE,N,"$1,105,058","$55,762","$3,200","$1,164,020",95%,5%,0%,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$257,210","$66,300",$0,"$323,510",80%,20%,0%,,,,,,,,,
"ALLEN, WES",AL,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,Y,"$122,971","$2,885",$0,"$125,856",98%,2%,0%,,,,,,,,,,,,,,,,,,
"ALLEY SR, ROBERT W",ME,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,N,"$6,018",$0,$0,"$6,018",100%,0%,0%,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$5,685",$0,$0,"$5,685",100%,0%,0%,,,,,,,,,
"ALLEY, GORDON",CO,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,Y,"$11,113","$7,845",$0,"$18,958",59%,41%,0%,,,,,,,,,,,,,,,,,,
"ALLEY, KRISTINA",CO,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,Y,"$12,072","$3,765",$0,"$15,837",76%,24%,0%,,,,,,,,,,,,,,,,,,
"ALLIE-BRENNAN, RAGHIB",CT,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,N,"$17,671","$1,800",$0,"$19,471",91%,9%,0%,,,,,,,,,,,,,,,,,,
"ALLISON, ANTHONY",NM,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,Y,"$14,231",$0,$0,"$14,231",100%,0%,0%,,,,,,,,,,,,,,,,,,
"ALLISON, RITA",SC,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,Y,"$30,699","$10,250",$0,"$40,949",75%,25%,0%,,,,,,,,,,,,,,,,,,
"ALLISON, STEPHEN P (STEVE)",TX,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,Y,"$390,033","$3,000",$0,"$393,033",99%,1%,0%,,,,,,,,,,,,,,,,,,
"ALLISON, TIFFANY",IA,STATE HOUSE/ASSEMBLY/SENATE,DID NOT ADVANCE,Y,"$3,774",$0,$0,"$3,774",100%,0%,0%,,,,,,,,,,,,,,,,,,
"ALLOR, SUE",MI,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,Y,"$70,402","$2,200",$0,"$72,602",97%,3%,0%,,,,,,,,,,,,,,,,,,
"ALLRED, KARL T",WY,STATE HOUSE/ASSEMBLY/SENATE,DID NOT ADVANCE,N,"$4,853",$0,$0,"$4,853",100%,0%,0%,,,,,,,,,,,,,,,,,,
"ALMANZA, BRYAN",GA,STATE HOUSE/ASSEMBLY/SENATE,DID NOT ADVANCE,N,"$3,000",$0,$0,"$3,000",100%,0%,0%,,,,,,,,,,,,,,,,,,
"ALMASMARI, SAAD A",MI,STATE HOUSE/ASSEMBLY/SENATE,DID NOT ADVANCE,Y,"$12,608","$10,560",$0,"$23,168",54%,46%,0%,,,,,,,,,,,,,,,,,,
"ALMQUIST, ERIK",MI,STATE HOUSE/ASSEMBLY/SENATE,DID NOT ADVANCE,Y,"$1,025","$1,250",$0,"$2,275",45%,55%,0%,,,,,,,,,,,,,,,,,,
"ALONSO LEON, TERESA",OR,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,Y,"$62,442","$5,850","$4,050","$72,342",86%,8%,6%,,,,,,,,,,,,,,,,,,
"ALONZO, ROBERTO R",TX,STATE HOUSE/ASSEMBLY/SENATE,DID NOT ADVANCE,Y,"$165,250","$34,000",$0,"$199,250",83%,17%,0%,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$40,400","$14,595","$2,000","$56,995",71%,26%,4%,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$26,385","$8,000",$0,"$34,385",77%,23%,0%
"ALOUPIS, VANCE",FL,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,Y,"$239,358","$17,357","$126,832","$383,548",62%,5%,33%,,,,,,,,,,,,,,,,,,
"ALSTON, TIFFANY",MD,STATE HOUSE/ASSEMBLY/SENATE,DID NOT ADVANCE,Y,"$6,810","$2,640",-$125,"$9,325",73%,28%,-1%,,,,,,,,,,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$5,555",$80,$0,"$5,635",99%,1%,0%
"ALT-MYERS, NICOLE",MD,STATE HOUSE/ASSEMBLY/SENATE,DID NOT ADVANCE,Y,"$79,094","$2,040",$0,"$81,134",97%,3%,0%,,,,,,,,,,,,,,,,,,
"ALTAMIRANO, IVAN",CA,STATE HOUSE/ASSEMBLY/SENATE,DID NOT ADVANCE,N,"$252,220","$14,351","$1,400","$267,971",94%,5%,1%,,,,,,,,,,,,,,,,,,
"ALTES, DENNY",AR,STATE HOUSE/ASSEMBLY/SENATE,DID NOT ADVANCE,Y,"$5,150",$0,"$45,050","$50,200",10%,0%,90%,,,,,,,,,,,,,,,,,,
"ALTING, RON J",IN,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,Y,"$236,253","$42,325",$564,"$279,142",85%,15%,0%,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$216,325","$36,950",$0,"$253,275",85%,15%,0%,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$81,823","$15,950",$0,"$97,773",84%,16%,0%
"ALTMAN, THAD",FL,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,Y,"$54,770","$11,350","$1,000","$67,120",82%,17%,1%,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$401,718","$27,200",$650,"$429,568",94%,6%,0%,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$272,427","$63,145",$574,"$336,146",81%,19%,0%
"ALTOBELLO, EMIL BUDDY",CT,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,N,"$6,531",$500,$0,"$7,031",93%,7%,0%,,,,,,,,,,,,,,,,,,
"ALVARADO, CAROL",TX,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,Y,"$234,873","$14,921",$0,"$249,794",94%,6%,0%,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$79,459","$12,500",$0,"$91,959",86%,14%,0%,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$33,878","$8,073",$0,"$41,951",81%,19%,0%
"ALVARADO, RALPH",KY,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,Y,"$208,438","$42,000",$310,"$250,748",83%,17%,0%,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$277,400","$11,375",$1,"$288,776",96%,4%,0%,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$120,849","$10,350",$0,"$131,199",92%,8%,0%
"ALVAREZ, MIKE",FL,STATE HOUSE/ASSEMBLY/SENATE,DID NOT ADVANCE,Y,"$70,335","$3,224","$4,500","$78,059",90%,4%,6%,,,,,,,,,,,,,,,,,,
"AMADON, ANNE C",ME,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,N,"$1,884",$0,$0,"$1,884",100%,0%,0%,,,,,,,,,,,,,,,,,,
"AMADOR, PAUL",ID,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,N,"$6,400","$3,050",$0,"$9,450",68%,32%,0%,,,,,,,,,,,,,,,,,,
"AMATO, TEREZ",HI,STATE HOUSE/ASSEMBLY/SENATE,DID NOT ADVANCE,N,"$28,018","$2,608",$0,"$30,626",91%,9%,0%,,,,,,,,,,,,,,,,,,
"AMEDORE, GEORGE",NY,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,N,"$165,693","$10,300","$50,622","$226,614",73%,5%,22%,,,,,,,,,,,,,,,,,,
"AMETU, RION",WA,STATE HOUSE/ASSEMBLY/SENATE,DID NOT ADVANCE,N,"$4,463",$570,$85,"$5,118",87%,11%,2%,,,,,,,,,,,,,,,,,,
"AMICO, SARAH LYNN RIGGS",GA,GOVERNOR/LIEUTENANT GOVERNOR,ADVANCED TO GENERAL,Y,"$609,874","$255,702",$0,"$865,577",70%,30%,0%,,,,,,,,,,,,,,,,,,
"AMMONS, CAROL",IL,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,Y,"$70,350","$9,603",$0,"$79,953",88%,12%,0%,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$82,467","$1,510",$0,"$83,977",98%,2%,0%,,,,,,,,,
"AMMONS, DAN LEE",ME,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,N,"$2,020",$0,$0,"$2,020",100%,0%,0%,,,,,,,,,,,,,,,,,,
"AMOS, MARTIN",IA,STATE HOUSE/ASSEMBLY/SENATE,DID NOT ADVANCE,Y,"$1,491",$0,$0,"$1,491",100%,0%,0%,,,,,,,,,,,,,,,,,,
"ANANICH, JAMES",MI,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,Y,"$236,962","$25,320",$0,"$262,282",90%,10%,0%,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$22,229","$1,700",$0,"$23,929",93%,7%,0%,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$80,183","$8,850",$0,"$89,033",90%,10%,0%
"ANCHIA, RAFAEL",TX,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,Y,"$150,574","$19,750",$0,"$170,324",88%,12%,0%,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$162,715","$29,100",$100,"$191,915",85%,15%,0%,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$141,953","$19,841",$0,"$161,794",88%,12%,0%
"ANDERS, SAMUEL",GA,STATE HOUSE/ASSEMBLY/SENATE,DID NOT ADVANCE,N,"$15,929","$1,000",$0,"$16,929",94%,6%,0%,,,,,,,,,,,,,,,,,,
"ANDERSON, ARDEN & COWSERT, DALE",KS,GOVERNOR/LIEUTENANT GOVERNOR,DID NOT ADVANCE,Y,"$43,414",$0,$0,"$43,414",100%,0%,0%,,,,,,,,,,,,,,,,,,
"ANDERSON, BRANDON LYNN",NC,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,N,"$2,720",$0,$0,"$2,720",100%,0%,0%,,,,,,,,,,,,,,,,,,
"ANDERSON, CARL L",SC,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,Y,"$17,849","$4,250",$0,"$22,099",81%,19%,0%,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$10,999","$1,400",$0,"$12,399",89%,11%,0%,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$16,464","$3,550",$0,"$20,014",82%,18%,0%
"ANDERSON, CARL L",SC,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,Y,"$17,849","$4,250",$0,"$22,099",81%,19%,0%,STATE HOUSE/ASSEMBLY/SENATE,DID NOT ADVANCE,"$4,525",$0,$0,"$4,525",100%,0%,0%,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$16,464","$3,550",$0,"$20,014",82%,18%,0%
"ANDERSON, CHARLES (DOC)",TX,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,Y,"$55,471","$2,750",$0,"$58,221",95%,5%,0%,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$31,075","$5,000","$2,500","$38,575",81%,13%,6%,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$83,113","$5,000",$0,"$88,113",94%,6%,0%
"ANDERSON, CLARK",FL,STATE HOUSE/ASSEMBLY/SENATE,DID NOT ADVANCE,Y,"$18,377",$980,$0,"$19,357",95%,5%,0%,,,,,,,,,,,,,,,,,,
"ANDERSON, CURT",MD,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,Y,"$27,753","$1,590",$0,"$29,343",95%,5%,0%,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$6,450","$1,000",$0,"$7,450",87%,13%,0%,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$17,708",$850,$0,"$18,558",95%,5%,0%
"ANDERSON, DAVID LEVI",DE,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,N,"$9,957",$550,$0,"$10,507",95%,5%,0%,,,,,,,,,,,,,,,,,,
"ANDERSON, JIMMY",WI,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,Y,"$3,610",$200,"$1,125","$4,935",73%,4%,23%,,,,,,,,,,,,,,,,,,
"ANDERSON, JULIE",PA,STATE HOUSE/ASSEMBLY/SENATE,DID NOT ADVANCE,Y,"$29,101",$300,$0,"$29,401",99%,1%,0%,,,,,,,,,,,,,,,,,,
"ANDERSON, KAREN ANN",PA,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,Y,"$1,104",$0,$0,"$1,104",100%,0%,0%,,,,,,,,,,,,,,,,,,
"ANDERSON, KINDA MAKINI",MI,STATE HOUSE/ASSEMBLY/SENATE,DID NOT ADVANCE,Y,$100,$0,"$5,386","$5,486",2%,0%,98%,,,,,,,,,,,,,,,,,,
"ANDERSON, KYLE R",UT,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,Y,"$9,609",$0,$0,"$9,609",100%,0%,0%,,,,,,,,,,,,,,,,,,
"ANDERSON, LEE",GA,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,N,"$29,900","$5,000",$0,"$34,900",86%,14%,0%,,,,,,,,,,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$21,713","$4,000",$0,"$25,713",84%,16%,0%
"ANDERSON, MADHU",MI,STATE HOUSE/ASSEMBLY/SENATE,DID NOT ADVANCE,Y,"$74,567","$2,200",$0,"$76,767",97%,3%,0%,,,,,,,,,,,,,,,,,,
"ANDERSON, MARTI",IA,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,Y,"$16,523",$400,$0,"$16,923",98%,2%,0%,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$7,921","$2,220",$0,"$10,141",78%,22%,0%,,,,,,,,,
"ANDERSON, MATTHEW",KY,STATE HOUSE/ASSEMBLY/SENATE,DID NOT ADVANCE,Y,"$15,204",$0,$350,"$15,554",98%,0%,2%,,,,,,,,,,,,,,,,,,
"ANDERSON, MICHAEL ANDREW",NC,STATE HOUSE/ASSEMBLY/SENATE,DID NOT ADVANCE,N,"$3,422",$0,$0,"$3,422",100%,0%,0%,,,,,,,,,,,,,,,,,,
"ANDERSON, NEIL",IL,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,Y,"$701,666","$70,888",$200,"$772,754",91%,9%,0%,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$81,261","$2,450",$0,"$83,711",97%,3%,0%,,,,,,,,,
"ANDERSON, NEIL A",ID,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,N,"$1,050","$1,450",$0,"$2,500",42%,58%,0%,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$6,325","$1,550",$0,"$7,875",80%,20%,0%,,,,,,,,,
"ANDERSON, PAUL H",MN,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,Y,"$1,550",$0,$0,"$1,550",100%,0%,0%,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$4,600",$0,$0,"$4,600",100%,0%,0%,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$1,500",$0,$0,"$1,500",100%,0%,0%
"ANDERSON, PHELPS",NM,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,Y,"$1,200","$1,000",$0,"$2,200",55%,45%,0%,,,,,,,,,,,,,,,,,,
"ANDERSON, PHILLIP",WI,GOVERNOR/LIEUTENANT GOVERNOR,ADVANCED TO GENERAL,Y,"$6,678",$879,$40,"$7,597",88%,12%,1%,,,,,,,,,,,,,,,,,,
"ANDERSON, RUBIN",FL,STATE HOUSE/ASSEMBLY/SENATE,DID NOT ADVANCE,Y,"$7,695",$217,$0,"$7,912",97%,3%,0%,,,,,,,,,,,,,,,,,,
"ANDERSON, SARAH",MN,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,Y,"$4,050",$0,$0,"$4,050",100%,0%,0%,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$7,750",$0,$0,"$7,750",100%,0%,0%,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$8,760",$0,$0,"$8,760",100%,0%,0%
"ANDERSON, TONYA P",GA,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,N,"$19,852","$2,000",$0,"$21,852",91%,9%,0%,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$1,750",$250,$0,"$2,000",88%,13%,0%,,,,,,,,,
"ANDERST, ROBERT E",ID,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,N,"$9,500","$4,500",$0,"$14,000",68%,32%,0%,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$29,333","$9,200",$0,"$38,533",76%,24%,0%,,,,,,,,,
"ANDERTON JR, CARL",MD,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,Y,"$24,353",$550,$0,"$24,903",98%,2%,0%,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$18,321",$270,$0,"$18,591",99%,1%,0%,,,,,,,,,
"ANDERTON, MATTHEW D",MI,STATE HOUSE/ASSEMBLY/SENATE,DID NOT ADVANCE,Y,"$4,510","$1,800",$0,"$6,310",71%,29%,0%,,,,,,,,,,,,,,,,,,
"ANDRADE JR, JAIME M",IL,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,Y,"$206,600","$21,511",$0,"$228,111",91%,9%,0%,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$306,391","$21,950",$0,"$328,341",93%,7%,0%,,,,,,,,,
"ANDRADE, ALEX",FL,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,Y,"$129,506","$7,635","$2,250","$139,391",93%,5%,2%,,,,,,,,,,,,,,,,,,
"ANDRE, MARK R",ME,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,N,"$2,525",$0,$0,"$2,525",100%,0%,0%,,,,,,,,,,,,,,,,,,
"ANDREW, ANTON",PA,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,Y,"$25,120","$8,126",$0,"$33,246",76%,24%,0%,,,,,,,,,,,,,,,,,,
"ANDREWS, CHRISTIAN",IA,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,Y,"$27,043","$3,142",$0,"$30,185",90%,10%,0%,,,,,,,,,,,,,,,,,,
"ANDREWS, JACKSON",KY,STATE HOUSE/ASSEMBLY/SENATE,DID NOT ADVANCE,Y,"$14,724",$200,$0,"$14,924",99%,1%,0%,,,,,,,,,,,,,,,,,,
"ANDREWS, JOEY B",MI,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,Y,"$33,739","$3,774",$0,"$37,513",90%,10%,0%,,,,,,,,,,,,,,,,,,
"ANDREWS, JOHN E",ME,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,N,"$1,580","$1,375",$0,"$2,955",53%,47%,0%,,,,,,,,,,,,,,,,,,
"ANDREWS, SENAH SEAGLE",NC,STATE HOUSE/ASSEMBLY/SENATE,DID NOT ADVANCE,N,"$21,969","$3,037",$0,"$25,006",88%,12%,0%,,,,,,,,,,,,,,,,,,
"ANDREWS, WADE",AR,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,Y,"$7,150",$400,$0,"$7,550",95%,5%,0%,,,,,,,,,,,,,,,,,,
"ANDREWS, WILLIAM",OK,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,Y,"$6,213",$723,$0,"$6,936",90%,10%,0%,,,,,,,,,,,,,,,,,,
"ANGEL, ANGELA M",MD,STATE HOUSE/ASSEMBLY/SENATE,DID NOT ADVANCE,Y,"$25,276","$19,870","$12,296","$57,442",44%,35%,21%,,,,,,,,,,,,,,,,,,
"ANGELICHIO, LEON",PA,STATE HOUSE/ASSEMBLY/SENATE,DID NOT ADVANCE,Y,"$7,060",$0,$0,"$7,060",100%,0%,0%,,,,,,,,,,,,,,,,,,
"ANGUIANO, YOLIE",CA,STATE HOUSE/ASSEMBLY/SENATE,DID NOT ADVANCE,N,"$9,769",$350,$0,"$10,119",97%,3%,0%,,,,,,,,,,,,,,,,,,
"ANIANO, JENNIFER",MI,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,Y,"$6,905","$1,440",$0,"$8,345",83%,17%,0%,,,,,,,,,,,,,,,,,,
"ANSELMO, DARIO",MN,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,Y,"$32,600","$4,250",$0,"$36,850",88%,12%,0%,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$71,201","$2,250",$0,"$73,451",97%,3%,0%,,,,,,,,,
"ANTANI, NIRAJ JAIMINI",OH,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,Y,"$55,248","$8,650",$0,"$63,898",86%,14%,0%,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$88,046","$5,882",$0,"$93,928",94%,6%,0%,,,,,,,,,
"ANTEL, JENNIFER",MI,STATE HOUSE/ASSEMBLY/SENATE,DID NOT ADVANCE,Y,"$17,273",$100,$0,"$17,373",99%,1%,0%,,,,,,,,,,,,,,,,,,
"ANTHON, KELLY ARTHUR",ID,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,N,"$8,500","$1,450",$0,"$9,950",85%,15%,0%,,,,,,,,,,,,,,,,,,
"ANTHONY, DEBORAH",AL,STATE HOUSE/ASSEMBLY/SENATE,DID NOT ADVANCE,Y,"$5,825",$700,$0,"$6,525",89%,11%,0%,,,,,,,,,,,,,,,,,,
"ANTHONY, PETER D",VT,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,N,$990,$0,$98,"$1,088",91%,0%,9%,,,,,,,,,,,,,,,,,,
"ANTHONY, SARAH",MI,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,Y,"$72,982","$3,295",$0,"$76,277",96%,4%,0%,,,,,,,,,,,,,,,,,,
"ANTONE, BRUCE",FL,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,Y,"$13,500","$3,000",$0,"$16,500",82%,18%,0%,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$18,050","$1,000",$0,"$19,050",95%,5%,0%,,,,,,,,,
"ANTONIO, NICKIE",OH,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,Y,"$228,073","$31,032",$66,"$259,171",88%,12%,0%,,,,,,,,,,,,,,,,,,
"ANULEWICZ, TERI",GA,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,N,"$4,988",$500,$0,"$5,488",91%,9%,0%,,,,,,,,,,,,,,,,,,
"ANYANWU, CHIKE",MD,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,Y,"$10,376",$202,$0,"$10,578",98%,2%,0%,,,,,,,,,,,,,,,,,,
"APODACA, JEFF",NM,GOVERNOR/LIEUTENANT GOVERNOR,DID NOT ADVANCE,Y,"$1,096,623","$273,415","$1,395","$1,371,433",80%,20%,0%,,,,,,,,,,,,,,,,,,
"APPEL, JUDY",CA,STATE HOUSE/ASSEMBLY/SENATE,DID NOT ADVANCE,N,"$265,077","$15,325",$0,"$280,402",95%,5%,0%,,,,,,,,,,,,,,,,,,
"APPLEBACH, THOMAS LEE",PA,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,Y,"$6,725",$0,$0,"$6,725",100%,0%,0%,,,,,,,,,,,,,,,,,,
"APPLEBY, MICHAEL",WA,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,N,"$43,267",$400,$0,"$43,667",99%,1%,0%,,,,,,,,,,,,,,,,,,
